"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country"
"Incomplete","8/2/16 10:56","Brazil","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Brazil"
"Incomplete","8/2/16 12:45","Australia","Senior academic researcher with >10 years of experience applying for research grants","60%","30%","10%","Yes","100%","0%","0%",1,NA,1,1,NA,"","Very positive","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","6-Apr","0","9-Jul","3-Jan","0","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/2/16 15:54","Ontario","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","8/2/16 22:27","British Columbia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Canada"
"Incomplete","8/3/16 18:39","District of Columbia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","90%","0%","","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","8/3/16 20:08","Belgium","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","20%","30%","50%","Yes","20%","30%","50%",1,1,1,NA,NA,"","Slightly positive","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Belgium"
"Incomplete","8/3/16 22:37","District of Columbia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","8/4/16 0:37","China","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","China"
"Incomplete","8/4/16 0:41","Malaysia","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Malaysia"
"Incomplete","8/4/16 12:30","India","Senior academic researcher with >10 years of experience applying for research grants","30%","50%","40%","Yes","70%","30%","30%",NA,1,1,1,NA,"","Neutral","Some partnership","Yes","Some partnership",NA,NA,1,1,NA,"","Slightly negative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","India"
"Incomplete","8/4/16 15:44","Europe","Non-academic researcher conducting or managing research in industry or government with >10 years of experience","10%","10%","80%","Yes","40%","40%","20%",NA,1,NA,NA,NA,"","Slightly negative","Strong partnership","Yes","Exclusive partnership",NA,1,NA,NA,NA,"","Slightly negative","0","6-Apr","9-Jul","0","0","0","100%","0%","100%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Mandatory","Can't comment","Mandatory","","30%","","","","70%","Private sector. ","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Decreased considerably","Increased considerably","Very important",NA,NA,1,NA,"","Will decrease considerably","Will decrease considerably","Will decrease considerably","Will decrease considerably","","","","","","Europe"
"Incomplete","8/9/16 12:45","Kentucky","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Kentucky"
"Incomplete","8/10/16 15:55","Germany","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Germany"
"Incomplete","8/11/16 15:58","Massachusetts","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","100%","","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","8/11/16 16:52","Massachusetts","Senior academic researcher with >10 years of experience applying for research grants","50%","50%","","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","12-Oct","12-Oct","","","","","100%","No need for applications for this research type","","","","","Very important","Very important","Quite important","Somewhat important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","8/14/16 21:05","South Africa","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","10%","50%","40%","Yes","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","South Africa"
"Incomplete","8/15/16 7:51","United Kingdom","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","United Kingdom"
"Incomplete","8/15/16 13:20","Massachusetts","Senior academic researcher with >10 years of experience applying for research grants","30%","","70%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Slightly positive","","","3-Jan","0","","6-Apr","","","10%","10%","","","Somewhat important","Somewhat important","Not very important","Not very important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
"Incomplete","8/16/16 22:24","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","20%","70%","10%","Yes","30%","60%","10%",NA,NA,1,NA,NA,"","Slightly positive","Some partnership","Yes","Strong partnership",NA,NA,NA,1,NA,"","Slightly negative","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","United Kingdom"
"Incomplete","8/17/16 6:05","Australia","Senior academic researcher with >10 years of experience applying for research grants","40%","30%","30%","Yes","60%","30%","10%",1,NA,1,NA,NA,"","Slightly negative","Strong partnership","Yes","Some partnership",NA,1,NA,1,NA,"","Neutral","6-Apr","3-Jan","6-Apr","6-Apr","3-Jan","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/17/16 6:07","Australia","Senior academic researcher with >10 years of experience applying for research grants","0%","60%","40%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/17/16 7:04","Australia","Senior academic researcher with >10 years of experience applying for research grants","0%","0%","100%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","0","0","12-Oct","0","0","12-Oct","No need for applications for this research type","No need for applications for this research type","10%","No need for applications for this research type","No need for applications for this research type","20%","Very important","Quite important","Somewhat important","Somewhat important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/17/16 7:33","Australia","Senior academic researcher with >10 years of experience applying for research grants","0%","50%","50%","Yes","0%","80%","20%",NA,1,1,NA,NA,"","Slightly negative","Some partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/17/16 23:34","Australia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 3:50","Australia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 3:54","Australia","Senior academic researcher with >10 years of experience applying for research grants","50%","","50%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 3:58","Australia","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","","6-Apr","","","40%","","","40%","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 4:09","Australia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 4:25","Australia","Senior academic researcher with >10 years of experience applying for research grants","80%","0%","20%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","3-Jan","3-Jan","","3-Jan","80%","","100%","80%","","100%","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 4:40","Australia","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 20:45","Australia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 4:55","Australia","Senior academic researcher with >10 years of experience applying for research grants","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 22:41","Australia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 5:51","Australia","Senior academic researcher with >10 years of experience applying for research grants","30%","20%","50%","Yes","60%","10%","30%",NA,NA,1,NA,NA,"","Neutral","Strong partnership","Yes","Some partnership",1,NA,NA,1,NA,"","Slightly positive","0","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 5:34","Australia","Senior academic researcher with >10 years of experience applying for research grants","50%","40%","10%","Yes","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 5:50","Australia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 5:54","Australia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 6:01","Australia","Senior academic researcher with >10 years of experience applying for research grants","0%","80%","20%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","Yes","Some partnership",NA,1,NA,1,NA,"","Very positive","0","6-Apr","3-Jan","0","6-Apr","0","","70%","30%","","90%","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 6:32","Australia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 7:02","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","100%","","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","9-Jul","","","3-Jan","","","40%","","","30%","","","Somewhat important","Somewhat important","Not very important","Not very important","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 8:57","Australia","Senior academic researcher with >10 years of experience applying for research grants","20%","60%","20%","Yes","40%","40%","20%",NA,NA,1,NA,NA,"","Very positive","Some partnership","Yes","No partnership",1,NA,NA,1,NA,"","Very positive","3-Jan","3-Jan","","3-Jan","3-Jan","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 10:11","","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","70%","30%","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","","","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","",""
"Incomplete","8/21/16 12:23","Australia","Non-academic researcher conducting or managing research in industry or government with <10 years of experience","40%","30%","30%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Strong partnership","Yes","Strong partnership",NA,NA,NA,1,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/18/16 22:48","Australia","Senior academic researcher with >10 years of experience applying for research grants","60%","40%","","Yes","90%","10%","",1,NA,NA,NA,NA,"","Neutral","Some partnership","Yes","No partnership",NA,NA,NA,NA,1,"Both interest related and funding related. We made a discovery that could move in a commercial direction, and also it is now harder to get funding for basic research so this is a good way to go","Slightly positive","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 0:19","Australia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 0:46","Australia","","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 3:09","Australia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 5:04","Australia","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","10%","90%","","Yes","30%","60%","10%",1,NA,1,NA,NA,"","Very positive","Some partnership","No","",NA,NA,NA,NA,NA,"","","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 6:29","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","70%","0%","30%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","0","0","0","0","0","0%","0%","0%","0%","0%","0%","Can't comment","Can't comment","Can't comment","Can't comment","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 6:54","Australia","Senior academic researcher with >10 years of experience applying for research grants","20%","60%","20%","Yes","40%","40%","20%",1,NA,1,NA,NA,"","Very positive","Strong partnership","Yes","Some partnership",1,NA,NA,1,NA,"","Very positive","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/19/16 21:55","","","10%","","","Yes","","","0%",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","","","","","","6-Apr","","","30%","","","","","","Somewhat important","","","","","","40%","","","","","","","","","Stayed the same","","",NA,NA,1,NA,"","","","","","","","","","",""
"Incomplete","8/21/16 1:50","Australia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","100%","","","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/21/16 6:20","Australia","Senior academic researcher with >10 years of experience applying for research grants","40%","30%","30%","Yes","70%","20%","10%",1,1,1,NA,NA,"","Very positive","Strong partnership","Yes","Strong partnership",1,1,NA,1,NA,"","Very positive","12-Oct","3-Jan","3-Jan","9-Jul","0","3-Jan","100%","70%","70%","70%","50%","50%","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/21/16 9:54","Australia","Senior academic researcher with >10 years of experience applying for research grants","","","","","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","Australia"
"Incomplete","8/21/16 19:34","Massachusetts","","100%","","","Yes","","","",NA,NA,NA,NA,NA,"","","","","",NA,NA,NA,NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","","","","USA"
